node_id,parent_id,stage,arm,primary,GAUC,nDCG@5,delta_primary,ci95_lo,ci95_hi,confirmed,skip,buggy,error,patch,tokens_in,tokens_out,gpu_seconds
129_ablate_c1_s0,045_ablate_c0_s0,improve,ablate,0.60352,0.66969,0.53734,-0.00044,-0.00178,0.00095,false,false,false,,"{""loss"": ""bpr_global"", ""seed"": 0}",0,0,0.0
130_ablate_c1_s1,045_ablate_c0_s0,improve,ablate,0.60360,0.67022,0.53697,-0.00036,-0.00167,0.00116,false,false,false,,"{""loss"": ""bpr_global"", ""seed"": 1}",0,0,0.0
131_ablate_c1_s2,045_ablate_c0_s0,improve,ablate,0.60321,0.67004,0.53639,-0.00074,-0.00194,0.00062,false,false,false,,"{""loss"": ""bpr_global"", ""seed"": 2}",0,0,0.0
132_ablate,045_ablate_c0_s0,ablate,ablate,,,,,,,,false,false,,ablate,8836,254,0.0
133_sequence,045_ablate_c0_s0,improve,sequence,0.60191,0.66758,0.53624,-0.00204,-0.00337,-0.00057,false,false,false,,"{""seq_len"": 10, ""seq_mode"": ""pool""}",13871,220,49.0
134_regularization,045_ablate_c0_s0,improve,regularization,,,,,,,,true,false,duplicate of 076_regularization,skip,14217,284,0.0
135_regularization,045_ablate_c0_s0,improve,regularization,,,,,,,,true,false,duplicate of 076_regularization,skip,14217,212,0.0
136_architecture,045_ablate_c0_s0,improve,architecture,,,,,,,,true,false,"All legal_untried patches in the architecture arm are already screened (deepfm, dcnv2) or belong to exhausted arms (loss, regularization, sequence). The only untried sequence patch (seq_len=20, seq_mode=din) was falsified on this parent with CI_hi<0. No promising atomic improvement remains; skipping avoids a likely negative trial.",skip,14245,418,0.0
137_architecture,045_ablate_c0_s0,improve,architecture,,,,,,,,true,false,"All legal_untried patches on this parent are either banned (bpr_global, seq_len 10/20 pool, seq_len 20/50 din, seq_len 50 pool) or falsified (seq_len 10 pool, seq_len 20 din). The remaining untried sequence variants (seq_len 50 din, seq_len 20 din) have consistently underperformed pool mode in prior screens. Architecture arm is exhausted; deepfm/dcnv2 failed. No atomic config_patch is expected to improve the incumbent.",skip,14245,426,0.0
138_architecture,045_ablate_c0_s0,improve,architecture,,,,,,,,true,false,no valid config_patch for arm=architecture,skip,14245,332,0.0
139_architecture,045_ablate_c0_s0,improve,architecture,,,,,,,,true,false,cross-run CI_hi<0 graveyard,skip,14245,253,0.0
140_architecture,045_ablate_c0_s0,improve,architecture,,,,,,,,true,false,no valid config_patch for arm=architecture,skip,14245,337,0.0
141_architecture,045_ablate_c0_s0,improve,architecture,,,,,,,,true,false,no valid config_patch for arm=architecture,skip,14245,439,0.0
142_finalize,059_ablate_c1_s0,finalize,finalize,0.60458,0.67099,0.53816,,,,,false,false,,finalize,0,0,0.0
